position_id,fen,piece_placement,side_to_move,castling_rights,en_passant,halfmove_clock,fullmove_number,ply_number,total_pieces,white_pieces,black_pieces,phase
board_001129,rn1qkbnr/1bppp2p/1p4p1/pB2Pp2/1P6/N5P1/P1PP1P1P/R1BQK1NR b KQkq - 1 6,rn1qkbnr/1bppp2p/1p4p1/pB2Pp2/1P6/N5P1/P1PP1P1P/R1BQK1NR,black,KQkq,-,1,6,11,32,16,16,dense
board_001130,r1bqkbn1/pp2ppr1/2p3p1/3p3p/1PP1P3/P1Nn2N1/3PKPPP/R1BQ1B1R b q - 1 11,r1bqkbn1/pp2ppr1/2p3p1/3p3p/1PP1P3/P1Nn2N1/3PKPPP/R1BQ1B1R,black,q,-,1,11,21,32,16,16,dense
board_001131,rnbqkbnr/p1pppp1p/1p6/6p1/6P1/PP6/2PPPP1P/RNBQKBNR b KQkq - 0 4,rnbqkbnr/p1pppp1p/1p6/6p1/6P1/PP6/2PPPP1P/RNBQKBNR,black,KQkq,-,0,4,7,32,16,16,dense
board_001132,rnb1kb1r/p1pp1p1n/1p2q3/4p1pp/1P3P2/B1P3PN/P2PPK1P/RNQ2B1R w kq - 2 9,rnb1kb1r/p1pp1p1n/1p2q3/4p1pp/1P3P2/B1P3PN/P2PPK1P/RNQ2B1R,white,kq,-,2,9,16,32,16,16,dense
board_001133,rnbqkbnr/1pppp2p/p4p2/6p1/1P6/P1P5/3PPPPP/RNBQKBNR w KQkq - 0 4,rnbqkbnr/1pppp2p/p4p2/6p1/1P6/P1P5/3PPPPP/RNBQKBNR,white,KQkq,-,0,4,6,32,16,16,dense
board_001134,r1b1kb1r/Bp1pq2p/n1p1p1pn/8/3P4/NP3P1N/P1P1P1PP/R2QKB1R w KQkq - 1 11,r1b1kb1r/Bp1pq2p/n1p1p1pn/8/3P4/NP3P1N/P1P1P1PP/R2QKB1R,white,KQkq,-,1,11,20,30,16,14,dense
board_001135,r1b1kb1r/2pp1p1p/p1n1p1p1/1p3nB1/P3P3/qQPP1P2/1P2NKPP/RN3B1R w kq - 2 10,r1b1kb1r/2pp1p1p/p1n1p1p1/1p3nB1/P3P3/qQPP1P2/1P2NKPP/RN3B1R,white,kq,-,2,10,18,32,16,16,dense
board_001136,rn1k2n1/p1q1p1b1/bpp4r/3p1p1p/P1PP1p2/R3B2P/1P2PKPN/1N1Q1B1R w - - 4 13,rn1k2n1/p1q1p1b1/bpp4r/3p1p1p/P1PP1p2/R3B2P/1P2PKPN/1N1Q1B1R,white,-,-,4,13,24,31,15,16,dense
board_001137,rnbq1bnr/p1pp1kpp/1p2pp2/8/4P3/P1PB3N/1P1P1PPP/RNBQK2R b KQ - 0 5,rnbq1bnr/p1pp1kpp/1p2pp2/8/4P3/P1PB3N/1P1P1PPP/RNBQK2R,black,KQ,-,0,5,9,32,16,16,dense
board_001138,rnbqkbnr/p1p3p1/1p1pp3/5p1p/1P6/2P1PP2/P2PKNPP/RNB1QB1R b kq - 1 8,rnbqkbnr/p1p3p1/1p1pp3/5p1p/1P6/2P1PP2/P2PKNPP/RNB1QB1R,black,kq,-,1,8,15,32,16,16,dense
board_001139,rnbqkbr1/ppppp1p1/Q4p2/5nPp/8/2P1P3/PP1P1P1P/RNB1KBNR w KQq - 0 7,rnbqkbr1/ppppp1p1/Q4p2/5nPp/8/2P1P3/PP1P1P1P/RNB1KBNR,white,KQq,-,0,7,12,32,16,16,dense
board_001140,rnb1kb1r/pp2ppp1/2pp1n2/7p/PP6/R1q1PN2/2PP1PPP/1NBQKBR1 w kq - 5 8,rnb1kb1r/pp2ppp1/2pp1n2/7p/PP6/R1q1PN2/2PP1PPP/1NBQKBR1,white,kq,-,5,8,14,32,16,16,dense
board_001141,r1bqkb1r/pppppp1p/6p1/8/1n2P1n1/2PB4/PPQPNPPP/RNB1K2R b KQkq - 6 6,r1bqkb1r/pppppp1p/6p1/8/1n2P1n1/2PB4/PPQPNPPP/RNB1K2R,black,KQkq,-,6,6,11,32,16,16,dense
board_001142,r1b1k1nr/1p1p1pp1/n1p2q1p/b3p3/2BPPB2/1p1K1PPP/P1P5/RN3QNR b kq - 0 12,r1b1k1nr/1p1p1pp1/n1p2q1p/b3p3/2BPPB2/1p1K1PPP/P1P5/RN3QNR,black,kq,-,0,12,23,31,15,16,dense
board_001143,rnb1kb1r/ppp1npp1/3p2qp/4p3/3P4/2N3P1/PPPKPP1P/1RBQ1BNR w kq - 6 8,rnb1kb1r/ppp1npp1/3p2qp/4p3/3P4/2N3P1/PPPKPP1P/1RBQ1BNR,white,kq,-,6,8,14,32,16,16,dense
board_001144,r1b2bnr/1pq3p1/2nkBp1p/p1ppp3/PPP2P2/B2P2P1/4P2P/RN1QK1NR b KQ - 0 11,r1b2bnr/1pq3p1/2nkBp1p/p1ppp3/PPP2P2/B2P2P1/4P2P/RN1QK1NR,black,KQ,-,0,11,21,32,16,16,dense
board_001145,rnbqkbr1/1ppp4/p4pp1/4pP1p/4P1n1/3B2P1/PPPPN2P/RNBQK2R b KQq - 0 9,rnbqkbr1/1ppp4/p4pp1/4pP1p/4P1n1/3B2P1/PPPPN2P/RNBQK2R,black,KQq,-,0,9,17,32,16,16,dense
board_001146,rnbq1bnr/pppppkp1/8/5p1p/4N3/8/PPPPPPPP/1RBQKBNR w K - 0 4,rnbq1bnr/pppppkp1/8/5p1p/4N3/8/PPPPPPPP/1RBQKBNR,white,K,-,0,4,6,32,16,16,dense
board_001147,rnbk1b1r/3pq1pp/pp2pp2/2p2P2/2P5/3Pn1P1/PPN1P2P/R1BQKBNR w KQ - 0 11,rnbk1b1r/3pq1pp/pp2pp2/2p2P2/2P5/3Pn1P1/PPN1P2P/R1BQKBNR,white,KQ,-,0,11,20,32,16,16,dense
board_001148,rq2kb1r/pppb1ppp/3p1n2/4p2P/1n4P1/3BP3/PPPPKP1R/RNBQ2N1 w kq - 5 10,rq2kb1r/pppb1ppp/3p1n2/4p2P/1n4P1/3BP3/PPPPKP1R/RNBQ2N1,white,kq,-,5,10,18,32,16,16,dense
board_001149,rnbqkbnr/p1pp1p1p/1p2p3/6p1/5P1P/6P1/PPPPP3/RNBQKBNR w KQkq - 0 4,rnbqkbnr/p1pp1p1p/1p2p3/6p1/5P1P/6P1/PPPPP3/RNBQKBNR,white,KQkq,-,0,4,6,32,16,16,dense
board_001150,r2qkbnr/p3ppp1/bp4Q1/2ppn3/P1P1P2p/7P/1P1P1PP1/RNB1KBNR w KQkq - 1 10,r2qkbnr/p3ppp1/bp4Q1/2ppn3/P1P1P2p/7P/1P1P1PP1/RNB1KBNR,white,KQkq,-,1,10,18,32,16,16,dense
board_001151,r1bqkb1r/pp1ppp2/2n2n1p/6p1/P1P1P3/B4N2/2PP1PPP/RN1QKB1R b KQkq - 2 8,r1bqkb1r/pp1ppp2/2n2n1p/6p1/P1P1P3/B4N2/2PP1PPP/RN1QKB1R,black,KQkq,-,2,8,15,31,16,15,dense
board_001152,rnq1kb1r/p1ppp1pp/b4p1n/1p2P3/8/P2PK3/1PP2PPP/RNBQ1BNR b kq - 2 6,rnq1kb1r/p1ppp1pp/b4p1n/1p2P3/8/P2PK3/1PP2PPP/RNBQ1BNR,black,kq,-,2,6,11,32,16,16,dense
board_001153,rn1qkbnr/1ppb1pp1/2B4p/3pp3/p7/4PP2/PPPPQ1PP/RNB1K1NR w KQkq - 0 9,rn1qkbnr/1ppb1pp1/2B4p/3pp3/p7/4PP2/PPPPQ1PP/RNB1K1NR,white,KQkq,-,0,9,16,32,16,16,dense
board_001154,rnbqkbn1/pp2ppp1/2p5/3p3r/4P2p/5Q2/PPPP1PPP/RNB1KBNR w KQq - 2 6,rnbqkbn1/pp2ppp1/2p5/3p3r/4P2p/5Q2/PPPP1PPP/RNB1KBNR,white,KQq,-,2,6,10,32,16,16,dense
board_001155,r1bq1bnr/pppppkp1/n6p/8/QPP2p2/3P4/P3PPPP/RNB1KBNR b KQ - 2 6,r1bq1bnr/pppppkp1/n6p/8/QPP2p2/3P4/P3PPPP/RNB1KBNR,black,KQ,-,2,6,11,32,16,16,dense
board_001156,rqb1kb1r/p2pp1pp/n4n2/1pp2p2/P3PPP1/2P4N/1P1P3P/RNBQKBR1 b Qkq - 0 8,rqb1kb1r/p2pp1pp/n4n2/1pp2p2/P3PPP1/2P4N/1P1P3P/RNBQKBR1,black,Qkq,-,0,8,15,32,16,16,dense
board_001157,rnbk1bnr/1p1pp3/p1p1q1pp/5p2/PP1P1P2/6PP/R1PBP3/1N1QKBNR b K - 3 10,rnbk1bnr/1p1pp3/p1p1q1pp/5p2/PP1P1P2/6PP/R1PBP3/1N1QKBNR,black,K,-,3,10,19,32,16,16,dense
board_001158,rq3bnr/1ppb1kp1/p1nppp1p/8/2PPPP1P/1Q6/PP1BN1P1/RN2KB1R b KQ - 5 12,rq3bnr/1ppb1kp1/p1nppp1p/8/2PPPP1P/1Q6/PP1BN1P1/RN2KB1R,black,KQ,-,5,12,23,32,16,16,dense
board_001159,1nbqkb1r/1pppppp1/r4n1p/p7/4P3/2N3N1/PPPP1PPP/R1BQKB1R w KQk - 2 5,1nbqkb1r/1pppppp1/r4n1p/p7/4P3/2N3N1/PPPP1PPP/R1BQKB1R,white,KQk,-,2,5,8,32,16,16,dense
board_001160,rn1qkb1r/p3pp2/1p1pbn2/6pp/PPp2PP1/R1NP3N/2PQP2P/2B1KB1R b Kkq - 3 9,rn1qkb1r/p3pp2/1p1pbn2/6pp/PPp2PP1/R1NP3N/2PQP2P/2B1KB1R,black,Kkq,-,3,9,17,32,16,16,dense
board_001161,1rb1kbnr/ppp1pppp/7q/2np1PP1/8/5N2/PPPPP1BP/RNBQ1RK1 w k - 5 8,1rb1kbnr/ppp1pppp/7q/2np1PP1/8/5N2/PPPPP1BP/RNBQ1RK1,white,k,-,5,8,14,32,16,16,dense
board_001162,1nbqkbnr/3p1p1p/8/r1p1p1p1/p1P2P2/3QP3/PP1P2PP/RNB1KBNR b KQk - 1 9,1nbqkbnr/3p1p1p/8/r1p1p1p1/p1P2P2/3QP3/PP1P2PP/RNB1KBNR,black,KQk,-,1,9,17,31,16,15,dense
board_001163,rnbqkb1r/1pB1p1pp/p6n/2pp1p2/2PP2P1/N6P/PP2PP2/1R1QKBNR w K - 1 11,rnbqkb1r/1pB1p1pp/p6n/2pp1p2/2PP2P1/N6P/PP2PP2/1R1QKBNR,white,K,-,1,11,20,32,16,16,dense
board_001164,1rb1kbnr/p2ppppp/q1n5/2p5/1pP4P/1P3PP1/P2PP3/RNBQKBNR w KQk - 1 8,1rb1kbnr/p2ppppp/q1n5/2p5/1pP4P/1P3PP1/P2PP3/RNBQKBNR,white,KQk,-,1,8,14,32,16,16,dense
board_001165,r1bqkbr1/pp2p1pp/n1p5/3p1p2/P4Pn1/N3P3/1PPP2PP/R1BQK1NR b KQq - 1 9,r1bqkbr1/pp2p1pp/n1p5/3p1p2/P4Pn1/N3P3/1PPP2PP/R1BQK1NR,black,KQq,-,1,9,17,31,15,16,dense
board_001166,rnbqkbnr/ppp1p2p/3p1p2/6p1/6P1/2N4N/PPPPPPBP/R1BQK2R b KQkq - 1 4,rnbqkbnr/ppp1p2p/3p1p2/6p1/6P1/2N4N/PPPPPPBP/R1BQK2R,black,KQkq,-,1,4,7,32,16,16,dense
board_001167,r1bqkb1r/ppp1pppp/n2p1n2/7P/6P1/P2P4/1PP1PP2/RNBQKBNR w KQkq - 0 6,r1bqkb1r/ppp1pppp/n2p1n2/7P/6P1/P2P4/1PP1PP2/RNBQKBNR,white,KQkq,-,0,6,10,32,16,16,dense
board_001168,r1bqkbnr/p1p1pppp/1pnp4/8/7P/8/PPPPPPP1/RNBQKBNR w KQkq - 0 4,r1bqkbnr/p1p1pppp/1pnp4/8/7P/8/PPPPPPP1/RNBQKBNR,white,KQkq,-,0,4,6,32,16,16,dense
board_001169,rnbqkb1r/1pppppp1/p4n1p/8/3PP3/7N/PPPN1PPP/R1BQKB1R b KQkq - 2 4,rnbqkb1r/1pppppp1/p4n1p/8/3PP3/7N/PPPN1PPP/R1BQKB1R,black,KQkq,-,2,4,7,32,16,16,dense
board_001170,rnbqkb1r/pppp1p1p/5n2/4p1p1/3P1P2/NP4PP/P1P1P3/R1BQKBNR b KQkq - 0 6,rnbqkb1r/pppp1p1p/5n2/4p1p1/3P1P2/NP4PP/P1P1P3/R1BQKBNR,black,KQkq,-,0,6,11,32,16,16,dense
board_001171,rn2kbnr/1p1bp2p/pqp2pp1/3p4/PQ2P2P/R2P4/1PP2P1R/1NB1KBN1 b kq - 4 12,rn2kbnr/1p1bp2p/pqp2pp1/3p4/PQ2P2P/R2P4/1PP2P1R/1NB1KBN1,black,kq,-,4,12,23,31,15,16,dense
board_001172,1nbqkb1r/1ppppppn/r7/p7/2BPPB1p/1QP2P2/PP4PP/RN2K1NR w KQk - 2 9,1nbqkb1r/1ppppppn/r7/p7/2BPPB1p/1QP2P2/PP4PP/RN2K1NR,white,KQk,-,2,9,16,32,16,16,dense
board_001173,rnbqkbr1/1ppppppp/8/p7/6nP/NR6/PPPPPPP1/R1BQKBN1 w Qq - 0 5,rnbqkbr1/1ppppppp/8/p7/6nP/NR6/PPPPPPP1/R1BQKBN1,white,Qq,-,0,5,8,32,16,16,dense
board_001174,r1bqk1nr/p2p1pp1/n1p5/Ppb1p3/1P1P1P1p/8/1BP1PKPP/RN2QBNR b kq - 0 8,r1bqk1nr/p2p1pp1/n1p5/Ppb1p3/1P1P1P1p/8/1BP1PKPP/RN2QBNR,black,kq,-,0,8,15,32,16,16,dense
board_001175,rn1qkbnr/p1pppp1p/1pb5/3N2pP/8/P7/1PPPPPP1/R1BQKBNR b KQkq - 0 5,rn1qkbnr/p1pppp1p/1pb5/3N2pP/8/P7/1PPPPPP1/R1BQKBNR,black,KQkq,-,0,5,9,32,16,16,dense
board_001176,r1bqkb1r/pppppp1p/3N2p1/7n/3n1P2/6PP/PPPPP3/R1BQKBNR b KQkq - 4 6,r1bqkb1r/pppppp1p/3N2p1/7n/3n1P2/6PP/PPPPP3/R1BQKBNR,black,KQkq,-,4,6,11,32,16,16,dense
board_001177,rn1qkbnr/pp3ppp/3p4/2p1p3/2P1bPP1/1P5N/P2PP2P/RNBQKB1R b KQkq - 0 6,rn1qkbnr/pp3ppp/3p4/2p1p3/2P1bPP1/1P5N/P2PP2P/RNBQKB1R,black,KQkq,-,0,6,11,32,16,16,dense
board_001178,rnb2bnr/ppk1pp2/3pP3/3q2pp/2p2PPP/PPN5/R1PPK1B1/2BQ2NR w - - 0 13,rnb2bnr/ppk1pp2/3pP3/3q2pp/2p2PPP/PPN5/R1PPK1B1/2BQ2NR,white,-,-,0,13,24,32,16,16,dense
board_001179,rn1qk1nr/2p3pp/B1bbp3/1p1p1p2/pP3P1P/B2PP3/P1P3P1/RNNQ1K1R b kq - 0 12,rn1qk1nr/2p3pp/B1bbp3/1p1p1p2/pP3P1P/B2PP3/P1P3P1/RNNQ1K1R,black,kq,-,0,12,23,32,16,16,dense
board_001180,r1bqkbnr/pppp3p/n3pp2/6p1/2P2P2/PP6/3PP1PP/RNBQKBNR w KQkq - 1 5,r1bqkbnr/pppp3p/n3pp2/6p1/2P2P2/PP6/3PP1PP/RNBQKBNR,white,KQkq,-,1,5,8,32,16,16,dense
board_001181,r1bqkb1r/pppn1ppp/3pp2n/8/4P2P/P2P1N2/1PP2PP1/RNBQKB1R b KQkq - 1 5,r1bqkb1r/pppn1ppp/3pp2n/8/4P2P/P2P1N2/1PP2PP1/RNBQKB1R,black,KQkq,-,1,5,9,32,16,16,dense
board_001182,rn1qkb1r/p1p1pppp/1p1p1n1B/1N6/P2P4/5b1P/RPP1PPP1/3QKBNR w Kkq - 6 8,rn1qkb1r/p1p1pppp/1p1p1n1B/1N6/P2P4/5b1P/RPP1PPP1/3QKBNR,white,Kkq,-,6,8,14,32,16,16,dense
board_001183,2rqkbnr/pbpppppp/n7/1p6/1P1P2PP/2P4N/P3PP2/RNBQKB1R b KQk - 4 9,2rqkbnr/pbpppppp/n7/1p6/1P1P2PP/2P4N/P3PP2/RNBQKB1R,black,KQk,-,4,9,17,32,16,16,dense
board_001184,r1bqkb1r/ppnpp3/1N3npp/8/1Pp2p2/PR3PP1/2PPPK1P/2B1QBNR w q - 3 12,r1bqkb1r/ppnpp3/1N3npp/8/1Pp2p2/PR3PP1/2PPPK1P/2B1QBNR,white,q,-,3,12,22,32,16,16,dense
board_001185,rnb1kb1r/p1p2ppp/3pp3/1p5B/3PP1q1/1PN1B1nN/P1P2PPP/R3KQ1R b KQkq - 2 11,rnb1kb1r/p1p2ppp/3pp3/1p5B/3PP1q1/1PN1B1nN/P1P2PPP/R3KQ1R,black,KQkq,-,2,11,21,32,16,16,dense
board_001186,rnbqkbnr/2pppp2/pp6/6pp/6P1/4PQ2/PPPP1P1P/RNB1KBNR w KQkq - 0 7,rnbqkbnr/2pppp2/pp6/6pp/6P1/4PQ2/PPPP1P1P/RNB1KBNR,white,KQkq,-,0,7,12,32,16,16,dense
board_001187,r1bk1bnr/p1p1p1pp/1p1q1p2/2np4/P1P3P1/Q1N4P/RP1PPP2/2B1KBNR w K - 0 10,r1bk1bnr/p1p1p1pp/1p1q1p2/2np4/P1P3P1/Q1N4P/RP1PPP2/2B1KBNR,white,K,-,0,10,18,32,16,16,dense
board_001188,rn1qkbnr/p1p1pppp/1p6/3p1b2/5P2/P1P5/1P1PP1PP/RNBQKBNR w KQkq - 1 4,rn1qkbnr/p1p1pppp/1p6/3p1b2/5P2/P1P5/1P1PP1PP/RNBQKBNR,white,KQkq,-,1,4,6,32,16,16,dense
board_001189,rn1qkb1r/1b1pp1pp/1p3n2/pNp2pP1/1P1P3P/5N2/P1P1PP2/R1BQKB1R b KQkq - 0 8,rn1qkb1r/1b1pp1pp/1p3n2/pNp2pP1/1P1P3P/5N2/P1P1PP2/R1BQKB1R,black,KQkq,-,0,8,15,32,16,16,dense
board_001190,r1bqkb1r/ppppp1pp/2n2p1n/8/3P4/P5PN/1PP1PP1P/RNBQKB1R b KQkq - 0 4,r1bqkb1r/ppppp1pp/2n2p1n/8/3P4/P5PN/1PP1PP1P/RNBQKB1R,black,KQkq,-,0,4,7,32,16,16,dense
board_001191,rn1qkb1r/p2ppp1p/Pp4pn/2p5/6PP/RP3b1B/1BPP1P2/1N1QK1NR b Kkq - 0 9,rn1qkb1r/p2ppp1p/Pp4pn/2p5/6PP/RP3b1B/1BPP1P2/1N1QK1NR,black,Kkq,-,0,9,17,31,15,16,dense
board_001192,rnbqkb1r/p1p1pppp/1p5n/3p4/4P2P/5N2/PPPP1PP1/RNBQKB1R w KQkq - 1 4,rnbqkb1r/p1p1pppp/1p5n/3p4/4P2P/5N2/PPPP1PP1/RNBQKB1R,white,KQkq,-,1,4,6,32,16,16,dense
board_001193,r1b1kb1r/pp1ppppp/1q3n2/P1p5/R1P3n1/3P4/1P1QPPPP/1NB1KBNR w Kkq - 3 7,r1b1kb1r/pp1ppppp/1q3n2/P1p5/R1P3n1/3P4/1P1QPPPP/1NB1KBNR,white,Kkq,-,3,7,12,32,16,16,dense
board_001194,rnbk2nr/p2ppp1p/6pb/q1p3Q1/1p2PP2/PB6/RPPP2PP/1NBK2NR b - - 2 10,rnbk2nr/p2ppp1p/6pb/q1p3Q1/1p2PP2/PB6/RPPP2PP/1NBK2NR,black,-,-,2,10,19,32,16,16,dense
board_001195,r1b1kbnr/p1pp1ppp/8/4p2q/1p1Pn1P1/2P4P/PP2PP2/RNBQKBNR w KQkq - 0 9,r1b1kbnr/p1pp1ppp/8/4p2q/1p1Pn1P1/2P4P/PP2PP2/RNBQKBNR,white,KQkq,-,0,9,16,32,16,16,dense
board_001196,r1bq1bn1/ppppp1pr/2n1kp2/1B5p/8/1P2P1P1/P1PP1P1P/RNBQ1KNR b - - 3 7,r1bq1bn1/ppppp1pr/2n1kp2/1B5p/8/1P2P1P1/P1PP1P1P/RNBQ1KNR,black,-,-,3,7,13,32,16,16,dense
board_001197,rnbqkbnr/p1p1ppp1/3p3p/1p1P4/1P4P1/P7/2P1PP1P/RNBQKBNR w KQkq - 1 6,rnbqkbnr/p1p1ppp1/3p3p/1p1P4/1P4P1/P7/2P1PP1P/RNBQKBNR,white,KQkq,-,1,6,10,32,16,16,dense
board_001198,rnq1kbnr/p1ppp2p/bp4pB/5p2/5P2/2PP2P1/PP2P2P/RN1QKBNR b KQkq - 0 6,rnq1kbnr/p1ppp2p/bp4pB/5p2/5P2/2PP2P1/PP2P2P/RN1QKBNR,black,KQkq,-,0,6,11,32,16,16,dense
board_001199,1nbqk1nr/1pppp1bp/r4pp1/p6P/4N1P1/7N/PPPPPP2/R1BQKB1R b KQk - 5 6,1nbqk1nr/1pppp1bp/r4pp1/p6P/4N1P1/7N/PPPPPP2/R1BQKB1R,black,KQk,-,5,6,11,32,16,16,dense
board_001200,rnbqkbnr/1pp1ppp1/p2p4/7p/8/NP3N1P/P1PPPPP1/R1BQKB1R b KQkq - 1 4,rnbqkbnr/1pp1ppp1/p2p4/7p/8/NP3N1P/P1PPPPP1/R1BQKB1R,black,KQkq,-,1,4,7,32,16,16,dense
board_001201,1nbqkb1r/rpp1ppp1/3p1n2/p6p/4P3/5QP1/PPPPBP1P/RNB1K1NR b KQk - 3 7,1nbqkb1r/rpp1ppp1/3p1n2/p6p/4P3/5QP1/PPPPBP1P/RNB1K1NR,black,KQk,-,3,7,13,32,16,16,dense
board_001202,r1bq1b1r/1pppnpkp/p6n/1Q2p1p1/1B2P2P/1PP2NP1/P2P1P2/RN2KBR1 w Q - 1 13,r1bq1b1r/1pppnpkp/p6n/1Q2p1p1/1B2P2P/1PP2NP1/P2P1P2/RN2KBR1,white,Q,-,1,13,24,32,16,16,dense
board_001203,rnbq1b1r/pp2p1pp/2p1kp1n/1B1p3P/4P3/N1P2P2/PP1P2P1/R1BQK1NR b KQ - 0 9,rnbq1b1r/pp2p1pp/2p1kp1n/1B1p3P/4P3/N1P2P2/PP1P2P1/R1BQK1NR,black,KQ,-,0,9,17,32,16,16,dense
board_001204,1nbqk1nr/r2ppp1p/5bp1/2p5/p1P1P1Q1/P5PN/1P1P1PBP/RNB1K2R w KQk - 4 12,1nbqk1nr/r2ppp1p/5bp1/2p5/p1P1P1Q1/P5PN/1P1P1PBP/RNB1K2R,white,KQk,-,4,12,22,31,16,15,dense
board_001205,rnbqkb1r/2ppp2p/p4np1/1p3p2/2P3P1/2NP1N1P/PP1KPP2/R1BQ1B1R b q - 4 10,rnbqkb1r/2ppp2p/p4np1/1p3p2/2P3P1/2NP1N1P/PP1KPP2/R1BQ1B1R,black,q,-,4,10,19,32,16,16,dense
board_001206,1nbqk1nr/1rp1p1b1/pp1p1pp1/2P3Pp/P3P2P/R1N5/1P1P1P2/2BQKBNR w Kk - 1 12,1nbqk1nr/1rp1p1b1/pp1p1pp1/2P3Pp/P3P2P/R1N5/1P1P1P2/2BQKBNR,white,Kk,-,1,12,22,32,16,16,dense
board_001207,r1b1kb1r/pppn1p2/Q5p1/1q2pn1p/2Pp1P2/P2P2PN/1P1BP2P/RN2KB1R w KQkq - 6 12,r1b1kb1r/pppn1p2/Q5p1/1q2pn1p/2Pp1P2/P2P2PN/1P1BP2P/RN2KB1R,white,KQkq,-,6,12,22,32,16,16,dense
board_001208,r1b1kbnr/1pp1pp1p/p2q4/3p2p1/nPB1PP2/8/PBPP2PP/RNQ1K1NR w KQkq - 2 8,r1b1kbnr/1pp1pp1p/p2q4/3p2p1/nPB1PP2/8/PBPP2PP/RNQ1K1NR,white,KQkq,-,2,8,14,32,16,16,dense
board_001209,rnbqk1nr/2p5/p2ppp1b/1p4p1/P3P2p/1P1P1P1P/1RPKN1P1/2BQ1BNR w q - 4 12,rnbqk1nr/2p5/p2ppp1b/1p4p1/P3P2p/1P1P1P1P/1RPKN1P1/2BQ1BNR,white,q,-,4,12,22,32,16,16,dense
board_001210,1rbqkbnr/p1pppppp/2n5/1p6/5P2/P3P2P/1PPP2P1/RNBQKBNR b KQk - 0 4,1rbqkbnr/p1pppppp/2n5/1p6/5P2/P3P2P/1PPP2P1/RNBQKBNR,black,KQk,-,0,4,7,32,16,16,dense
board_001211,rnbqkb1r/pp1ppp1p/2p4n/8/P4PpP/7R/1PPPP1P1/RNBQKBN1 w Qkq - 1 5,rnbqkb1r/pp1ppp1p/2p4n/8/P4PpP/7R/1PPPP1P1/RNBQKBN1,white,Qkq,-,1,5,8,32,16,16,dense
board_001212,rnb1k1n1/2qppp1r/1pp4b/p5pp/NP5P/3P1N2/P1P1PPP1/R1BQKB1R w KQq - 2 9,rnb1k1n1/2qppp1r/1pp4b/p5pp/NP5P/3P1N2/P1P1PPP1/R1BQKB1R,white,KQq,-,2,9,16,32,16,16,dense
board_001213,rnbqk2b/pp3p1r/2p1pn2/3p2Np/5P2/PPP5/2QPP1PP/RNB1KB1R b KQq - 2 10,rnbqk2b/pp3p1r/2p1pn2/3p2Np/5P2/PPP5/2QPP1PP/RNB1KB1R,black,KQq,-,2,10,19,31,16,15,dense
board_001214,r1bqkb1r/1ppnp3/3p1p1p/p1n3p1/5PP1/1PN5/P1PPP1BP/R1BQK1NR w KQkq - 0 10,r1bqkb1r/1ppnp3/3p1p1p/p1n3p1/5PP1/1PN5/P1PPP1BP/R1BQK1NR,white,KQkq,-,0,10,18,32,16,16,dense
board_001215,r1b1kbnr/p2pp1p1/1p1Q3p/q1p2p2/1n4P1/N1PP3N/PP2PP1P/R1B1KB1R b KQkq - 1 8,r1b1kbnr/p2pp1p1/1p1Q3p/q1p2p2/1n4P1/N1PP3N/PP2PP1P/R1B1KB1R,black,KQkq,-,1,8,15,32,16,16,dense
board_001216,rnq1kbnr/pb1ppppp/8/1ppP4/4N3/6P1/PPP1PP1P/R1BQKBNR w KQkq - 1 6,rnq1kbnr/pb1ppppp/8/1ppP4/4N3/6P1/PPP1PP1P/R1BQKBNR,white,KQkq,-,1,6,10,32,16,16,dense
board_001217,rnbq1knr/1p1p2b1/p1p1pppp/7B/PP3P2/3PP3/2P2KPP/RNBQ2NR w - - 0 9,rnbq1knr/1p1p2b1/p1p1pppp/7B/PP3P2/3PP3/2P2KPP/RNBQ2NR,white,-,-,0,9,16,32,16,16,dense
board_001218,rnbqk2r/2p1pp1p/1p4pn/p2pb1B1/PP6/2RP3N/2P1PPPP/1N1QKBR1 b kq - 1 8,rnbqk2r/2p1pp1p/1p4pn/p2pb1B1/PP6/2RP3N/2P1PPPP/1N1QKBR1,black,kq,-,1,8,15,32,16,16,dense
board_001219,r1bqkbnr/ppppppp1/2n4p/6N1/7P/N5P1/PPPPPP2/R1BQKB1R b KQkq - 4 5,r1bqkbnr/ppppppp1/2n4p/6N1/7P/N5P1/PPPPPP2/R1BQKB1R,black,KQkq,-,4,5,9,32,16,16,dense
board_001220,rnbqkbr1/p2pppp1/2p2n1p/1pP5/Q3P2P/P2P1P2/1P1K2P1/RNB2BNR b q - 0 10,rnbqkbr1/p2pppp1/2p2n1p/1pP5/Q3P2P/P2P1P2/1P1K2P1/RNB2BNR,black,q,-,0,10,19,32,16,16,dense
board_001221,r1bqk1nr/ppppbpp1/2n1p2p/8/2P1P2P/1P6/P2PKPP1/RNBQ1BNR b kq - 2 5,r1bqk1nr/ppppbpp1/2n1p2p/8/2P1P2P/1P6/P2PKPP1/RNBQ1BNR,black,kq,-,2,5,9,32,16,16,dense
board_001222,rnbqkb1r/2ppp2p/7n/pp4p1/PP1P1p2/2P4N/4PPPP/RNBQKB1R w KQkq - 1 7,rnbqkb1r/2ppp2p/7n/pp4p1/PP1P1p2/2P4N/4PPPP/RNBQKB1R,white,KQkq,-,1,7,12,32,16,16,dense
